Character,Absolute Frequency,Relative Frequency,Weight
署,31,0.000213,0.824998
罵,19,0.000131,1.346050
罷,24,0.000165,1.065623
罹,20,0.000138,1.278747
羅,33,0.000227,0.774998
羆,13,0.000089,1.967304
羈,31,0.000213,0.824998
羊,38,0.000261,0.673025
羋,17,0.000117,1.504409
羌,19,0.000131,1.346050
美,36,0.000248,0.710415
羔,27,0.000186,0.947220
羚,24,0.000165,1.065623
羝,12,0.000083,2.131246
羞,27,0.000186,0.947220
羡,20,0.000138,1.278747
羣,30,0.000206,0.852498
群,39,0.000268,0.655768
羨,22,0.000151,1.162498
義,25,0.000172,1.022998
羯,20,0.000138,1.278747
羲,21,0.000144,1.217855
羸,20,0.000138,1.278747
羹,23,0.000158,1.111954
羼,9,0.000062,2.841661
羽,32,0.000220,0.799217
羿,17,0.000117,1.504409
翁,25,0.000172,1.022998
翄,34,0.000234,0.752204
翅,26,0.000179,0.983652
翊,19,0.000131,1.346050
翌,33,0.000227,0.774998
翎,22,0.000151,1.162498
習,36,0.000248,0.710415
翔,28,0.000193,0.913391
翕,25,0.000172,1.022998
翟,33,0.000227,0.774998
翠,28,0.000193,0.913391
翡,18,0.000124,1.420830
翦,15,0.000103,1.704996
翩,22,0.000151,1.162498
翮,12,0.000083,2.131246
翰,30,0.000206,0.852498
翳,27,0.000186,0.947220
翹,30,0.000206,0.852498
翻,33,0.000227,0.774998
翼,24,0.000165,1.065623
耀,36,0.000248,0.710415
老,40,0.000275,0.639374
考,32,0.000220,0.799217
耄,10,0.000069,2.557495
者,42,0.000289,0.608927
耆,14,0.000096,1.826782
耋,24,0.000165,1.065623
而,26,0.000179,0.983652
耍,34,0.000234,0.752204
耐,23,0.000158,1.111954
耒,18,0.000124,1.420830
耕,43,0.000296,0.594766
耗,23,0.000158,1.111954
耘,23,0.000158,1.111954
耙,21,0.000144,1.217855
耜,22,0.000151,1.162498
耦,17,0.000117,1.504409
耨,18,0.000124,1.420830
耳,39,0.000268,0.655768
耶,23,0.000158,1.111954
耸,13,0.000089,1.967304
耻,25,0.000172,1.022998
耽,28,0.000193,0.913391
耿,28,0.000193,0.913391
聆,13,0.000089,1.967304
聊,24,0.000165,1.065623
聒,26,0.000179,0.983652
聖,43,0.000296,0.594766
聘,41,0.000282,0.623779
聚,28,0.000193,0.913391
聞,27,0.000186,0.947220
聯,27,0.000186,0.947220
聰,19,0.000131,1.346050
聱,22,0.000151,1.162498
聲,35,0.000241,0.730713
聳,20,0.000138,1.278747
聶,19,0.000131,1.346050
職,42,0.000289,0.608927
聹,16,0.000110,1.598434
聾,40,0.000275,0.639374
聿,19,0.000131,1.346050
肄,37,0.000255,0.691215
肅,27,0.000186,0.947220
肆,25,0.000172,1.022998
肇,23,0.000158,1.111954
肉,34,0.000234,0.752204
肋,33,0.000227,0.774998
肌,30,0.000206,0.852498
肎,26,0.000179,0.983652
肐,23,0.000158,1.111954
肓,25,0.000172,1.022998
肖,23,0.000158,1.111954
肘,28,0.000193,0.913391
肚,34,0.000234,0.752204
肛,19,0.000131,1.346050
肝,34,0.000234,0.752204
股,23,0.000158,1.111954
肢,21,0.000144,1.217855
肤,21,0.000144,1.217855
肥,36,0.000248,0.710415
肧,32,0.000220,0.799217
肩,29,0.000199,0.881895
肪,24,0.000165,1.065623
肫,23,0.000158,1.111954
肭,10,0.000069,2.557495
肮,15,0.000103,1.704996
肯,19,0.000131,1.346050
肱,21,0.000144,1.217855
育,35,0.000241,0.730713
肴,24,0.000165,1.065623
肺,26,0.000179,0.983652
胃,39,0.000268,0.655768
胄,16,0.000110,1.598434
胆,22,0.000151,1.162498
背,33,0.000227,0.774998
胎,21,0.000144,1.217855
胖,20,0.000138,1.278747
胙,17,0.000117,1.504409
胚,28,0.000193,0.913391
胛,18,0.000124,1.420830
胜,18,0.000124,1.420830
胝,23,0.000158,1.111954
胞,33,0.000227,0.774998
胡,20,0.000138,1.278747
胤,25,0.000172,1.022998
胥,24,0.000165,1.065623
胭,18,0.000124,1.420830
胯,33,0.000227,0.774998
胰,28,0.000193,0.913391
胱,16,0.000110,1.598434
胳,29,0.000199,0.881895
胴,22,0.000151,1.162498
胶,25,0.000172,1.022998
胷,32,0.000220,0.799217
胸,39,0.000268,0.655768
胺,18,0.000124,1.420830
胼,29,0.000199,0.881895
能,33,0.000227,0.774998
脂,25,0.000172,1.022998
脃,31,0.000213,0.824998
脅,32,0.000220,0.799217
脆,21,0.000144,1.217855
脉,22,0.000151,1.162498
脊,29,0.000199,0.881895
脖,18,0.000124,1.420830
脚,14,0.000096,1.826782
脛,23,0.000158,1.111954
脫,23,0.000158,1.111954
脯,24,0.000165,1.065623
脹,27,0.000186,0.947220
脾,28,0.000193,0.913391
腆,32,0.000220,0.799217
腊,23,0.000158,1.111954
腋,31,0.000213,0.824998
腌,20,0.000138,1.278747
腎,20,0.000138,1.278747
腐,31,0.000213,0.824998
腑,25,0.000172,1.022998
腓,17,0.000117,1.504409
腔,18,0.000124,1.420830
腕,31,0.000213,0.824998
腥,26,0.000179,0.983652
腦,21,0.000144,1.217855
腫,24,0.000165,1.065623
腮,23,0.000158,1.111954
腰,25,0.000172,1.022998
腱,22,0.000151,1.162498
腳,30,0.000206,0.852498
腴,16,0.000110,1.598434
腸,44,0.000303,0.581249
腹,39,0.000268,0.655768
腿,32,0.000220,0.799217
膀,29,0.000199,0.881895
膂,29,0.000199,0.881895
膃,16,0.000110,1.598434
膈,20,0.000138,1.278747
膊,36,0.000248,0.710415
膏,22,0.000151,1.162498
膘,29,0.000199,0.881895
膚,17,0.000117,1.504409
膛,23,0.000158,1.111954
膜,26,0.000179,0.983652
膝,37,0.000255,0.691215
膠,29,0.000199,0.881895
膣,16,0.000110,1.598434
膨,30,0.000206,0.852498
膩,30,0.000206,0.852498
膳,27,0.000186,0.947220
膺,20,0.000138,1.278747
膽,28,0.000193,0.913391
膾,22,0.000151,1.162498
膿,32,0.000220,0.799217
臀,20,0.000138,1.278747
臂,28,0.000193,0.913391
臃,25,0.000172,1.022998
臆,24,0.000165,1.065623
臉,26,0.000179,0.983652
臍,27,0.000186,0.947220
臏,19,0.000131,1.346050
臚,18,0.000124,1.420830
臝,24,0.000165,1.065623
臟,20,0.000138,1.278747
臠,18,0.000124,1.420830
臣,39,0.000268,0.655768
臥,19,0.000131,1.346050
臧,18,0.000124,1.420830
臨,36,0.000248,0.710415
自,34,0.000234,0.752204
臬,20,0.000138,1.278747
臭,29,0.000199,0.881895
至,38,0.000261,0.673025
致,20,0.000138,1.278747
臻,30,0.000206,0.852498
臼,28,0.000193,0.913391
臾,30,0.000206,0.852498
舀,26,0.000179,0.983652
舁,17,0.000117,1.504409
舂,22,0.000151,1.162498
舅,25,0.000172,1.022998
與,29,0.000199,0.881895
興,40,0.000275,0.639374
舊,40,0.000275,0.639374
舌,30,0.000206,0.852498
舍,21,0.000144,1.217855
舐,18,0.000124,1.420830
舒,25,0.000172,1.022998
舔,26,0.000179,0.983652
舘,22,0.000151,1.162498
舛,30,0.000206,0.852498
舜,35,0.000241,0.730713
舞,24,0.000165,1.065623
舟,33,0.000227,0.774998
舨,21,0.000144,1.217855
舩,28,0.000193,0.913391
航,35,0.000241,0.730713
舫,28,0.000193,0.913391
般,23,0.000158,1.111954
舳,13,0.000089,1.967304
舵,30,0.000206,0.852498
舶,21,0.000144,1.217855
舷,31,0.000213,0.824998
舸,12,0.000083,2.131246
船,37,0.000255,0.691215
艇,42,0.000289,0.608927
艋,14,0.000096,1.826782
艘,25,0.000172,1.022998
艚,13,0.000089,1.967304
艟,16,0.000110,1.598434
艤,13,0.000089,1.967304
艦,29,0.000199,0.881895
艨,9,0.000062,2.841661
艫,16,0.000110,1.598434
艮,17,0.000117,1.504409
良,38,0.000261,0.673025
艱,27,0.000186,0.947220
色,25,0.000172,1.022998
艶,16,0.000110,1.598434
艸,59,0.000406,0.433474
艾,19,0.000131,1.346050
芋,29,0.000199,0.881895
芍,31,0.000213,0.824998
芒,16,0.000110,1.598434
芙,21,0.000144,1.217855
芜,21,0.000144,1.217855
芝,29,0.000199,0.881895
芟,23,0.000158,1.111954
芥,22,0.000151,1.162498
芦,15,0.000103,1.704996
芫,11,0.000076,2.324995
芬,23,0.000158,1.111954
芭,32,0.000220,0.799217
芯,31,0.000213,0.824998
芰,23,0.000158,1.111954
花,38,0.000261,0.673025
芳,23,0.000158,1.111954
芷,22,0.000151,1.162498
芸,34,0.000234,0.752204
芹,20,0.000138,1.278747
芻,21,0.000144,1.217855
芽,42,0.000289,0.608927
芾,24,0.000165,1.065623
苑,33,0.000227,0.774998
苒,19,0.000131,1.346050
苓,22,0.000151,1.162498
苔,26,0.000179,0.983652
苗,27,0.000186,0.947220
苛,27,0.000186,0.947220
苜,25,0.000172,1.022998
苞,35,0.000241,0.730713
苡,15,0.000103,1.704996
苣,19,0.000131,1.346050
若,30,0.000206,0.852498
苦,33,0.000227,0.774998
苧,17,0.000117,1.504409
苫,18,0.000124,1.420830
苯,21,0.000144,1.217855
英,32,0.000220,0.799217
苴,20,0.000138,1.278747
苻,15,0.000103,1.704996
茁,22,0.000151,1.162498
茂,18,0.000124,1.420830
范,26,0.000179,0.983652
茄,26,0.000179,0.983652
茅,25,0.000172,1.022998
茆,25,0.000172,1.022998
茉,29,0.000199,0.881895
茗,22,0.000151,1.162498
茘,24,0.000165,1.065623
茜,10,0.000069,2.557495
茧,15,0.000103,1.704996
茨,34,0.000234,0.752204
茫,27,0.000186,0.947220
茬,18,0.000124,1.420830
茯,13,0.000089,1.967304
茱,22,0.000151,1.162498
茲,31,0.000213,0.824998
茴,29,0.000199,0.881895
茵,30,0.000206,0.852498
茶,31,0.000213,0.824998
茸,31,0.000213,0.824998
茹,28,0.000193,0.913391
荀,17,0.000117,1.504409
荃,20,0.000138,1.278747
荆,14,0.000096,1.826782
草,42,0.000289,0.608927
荊,21,0.000144,1.217855
荏,19,0.000131,1.346050
荐,30,0.000206,0.852498
荒,26,0.000179,0.983652
荔,19,0.000131,1.346050
荳,32,0.000220,0.799217
荷,31,0.000213,0.824998
荸,22,0.000151,1.162498
荻,25,0.000172,1.022998
荼,21,0.000144,1.217855
莅,20,0.000138,1.278747
莆,21,0.000144,1.217855
莉,20,0.000138,1.278747
莎,25,0.000172,1.022998
莒,13,0.000089,1.967304
莓,23,0.000158,1.111954
莖,26,0.000179,0.983652
莘,20,0.000138,1.278747
莞,28,0.000193,0.913391
莠,30,0.000206,0.852498
莢,30,0.000206,0.852498
莧,19,0.000131,1.346050
莨,14,0.000096,1.826782
莪,20,0.000138,1.278747
莫,34,0.000234,0.752204
莽,31,0.000213,0.824998
菁,23,0.000158,1.111954
菅,11,0.000076,2.324995
菇,21,0.000144,1.217855
菊,24,0.000165,1.065623
菌,30,0.000206,0.852498
菏,20,0.000138,1.278747
菔,16,0.000110,1.598434
菖,7,0.000048,3.653564
菘,17,0.000117,1.504409
菜,40,0.000275,0.639374
菟,24,0.000165,1.065623
菠,32,0.000220,0.799217
菩,21,0.000144,1.217855
華,19,0.000131,1.346050
菰,16,0.000110,1.598434
菱,34,0.000234,0.752204
菲,20,0.000138,1.278747
菸,20,0.000138,1.278747
菽,18,0.000124,1.420830
萃,26,0.000179,0.983652
萄,26,0.000179,0.983652
萇,12,0.000083,2.131246
萊,28,0.000193,0.913391
萋,23,0.000158,1.111954
萌,29,0.000199,0.881895
萍,32,0.000220,0.799217
萎,25,0.000172,1.022998
萱,17,0.000117,1.504409
萵,20,0.000138,1.278747
萸,20,0.000138,1.278747
萼,22,0.000151,1.162498
落,32,0.000220,0.799217
葆,14,0.000096,1.826782
著,33,0.000227,0.774998
葛,26,0.000179,0.983652
葡,20,0.000138,1.278747
董,26,0.000179,0.983652
葦,28,0.000193,0.913391
葩,27,0.000186,0.947220
葫,24,0.000165,1.065623
葬,26,0.000179,0.983652
葭,22,0.000151,1.162498
葯,27,0.000186,0.947220
葱,21,0.000144,1.217855
葵,32,0.000220,0.799217
葷,37,0.000255,0.691215
葺,14,0.000096,1.826782
蒂,28,0.000193,0.913391
蒔,17,0.000117,1.504409
蒙,31,0.000213,0.824998
蒜,25,0.000172,1.022998
蒡,15,0.000103,1.704996
蒲,34,0.000234,0.752204
蒴,17,0.000117,1.504409
蒸,29,0.000199,0.881895
蒹,20,0.000138,1.278747
蒼,26,0.000179,0.983652
蒿,15,0.000103,1.704996
蓀,18,0.000124,1.420830
蓁,12,0.000083,2.131246
蓄,25,0.000172,1.022998
蓉,28,0.000193,0.913391
蓊,27,0.000186,0.947220
蓋,24,0.000165,1.065623
蓍,14,0.000096,1.826782
蓐,13,0.000089,1.967304
蓑,30,0.000206,0.852498
蓓,12,0.000083,2.131246
蓬,18,0.000124,1.420830
蓮,38,0.000261,0.673025
蓼,13,0.000089,1.967304
蓿,27,0.000186,0.947220
蔑,34,0.000234,0.752204
蔓,32,0.000220,0.799217
蔗,32,0.000220,0.799217
蔚,16,0.000110,1.598434
蔟,14,0.000096,1.826782
蔡,22,0.000151,1.162498
蔣,30,0.000206,0.852498
蔥,38,0.000261,0.673025
蔦,15,0.000103,1.704996
蔫,17,0.000117,1.504409
蔬,34,0.000234,0.752204
蔽,20,0.000138,1.278747
蕁,10,0.000069,2.557495
蕃,27,0.000186,0.947220
蕈,19,0.000131,1.346050
蕉,17,0.000117,1.504409
蕊,22,0.000151,1.162498
蕕,14,0.000096,1.826782
蕘,21,0.000144,1.217855
蕙,20,0.000138,1.278747
蕞,15,0.000103,1.704996
蕨,17,0.000117,1.504409
蕪,25,0.000172,1.022998
蕭,24,0.000165,1.065623
蕷,8,0.000055,3.196868
蕾,24,0.000165,1.065623
薄,23,0.000158,1.111954
薇,16,0.000110,1.598434
薈,21,0.000144,1.217855
薊,23,0.000158,1.111954
薔,24,0.000165,1.065623
薛,23,0.000158,1.111954
薜,31,0.000213,0.824998
薤,14,0.000096,1.826782
薦,24,0.000165,1.065623
薨,21,0.000144,1.217855
薩,39,0.000268,0.655768
薪,22,0.000151,1.162498
薯,17,0.000117,1.504409
薰,17,0.000117,1.504409
薹,27,0.000186,0.947220
薺,16,0.000110,1.598434
藁,16,0.000110,1.598434
藉,26,0.000179,0.983652
藍,22,0.000151,1.162498
藏,28,0.000193,0.913391
藐,27,0.000186,0.947220
藕,28,0.000193,0.913391
藜,16,0.000110,1.598434
藝,27,0.000186,0.947220
藤,22,0.000151,1.162498
藩,29,0.000199,0.881895
藪,13,0.000089,1.967304
藹,24,0.000165,1.065623
藺,26,0.000179,0.983652
藻,34,0.000234,0.752204
蘆,35,0.000241,0.730713
蘊,20,0.000138,1.278747
蘖,10,0.000069,2.557495
蘚,24,0.000165,1.065623
蘢,9,0.000062,2.841661
蘭,21,0.000144,1.217855
蘸,24,0.000165,1.065623
蘿,23,0.000158,1.111954
虍,15,0.000103,1.704996
虎,32,0.000220,0.799217
虐,30,0.000206,0.852498
虑,18,0.000124,1.420830
虔,28,0.000193,0.913391
處,32,0.000220,0.799217
虛,24,0.000165,1.065623
虜,31,0.000213,0.824998
虞,26,0.000179,0.983652
號,57,0.000392,0.448683
虧,21,0.000144,1.217855
虫,31,0.000213,0.824998
虱,31,0.000213,0.824998
虵,28,0.000193,0.913391
虹,30,0.000206,0.852498
虺,15,0.000103,1.704996
虻,20,0.000138,1.278747
蚊,33,0.000227,0.774998
蚋,16,0.000110,1.598434
蚌,27,0.000186,0.947220
蚓,23,0.000158,1.111954
蚕,31,0.000213,0.824998
蚜,21,0.000144,1.217855
蚣,16,0.000110,1.598434
蚤,27,0.000186,0.947220
蚩,22,0.000151,1.162498
蚪,23,0.000158,1.111954
蚯,24,0.000165,1.065623
蚰,20,0.000138,1.278747
蚱,22,0.000151,1.162498
蚵,22,0.000151,1.162498
蚶,24,0.000165,1.065623
蛀,16,0.000110,1.598434
蛄,25,0.000172,1.022998
蛆,34,0.000234,0.752204
蛇,28,0.000193,0.913391
蛉,18,0.000124,1.420830
蛊,25,0.000172,1.022998
蛋,30,0.000206,0.852498
蛐,10,0.000069,2.557495
蛔,31,0.000213,0.824998
蛙,23,0.000158,1.111954
蛛,26,0.000179,0.983652
蛞,25,0.000172,1.022998
蛟,25,0.000172,1.022998
蛤,33,0.000227,0.774998
蛩,12,0.000083,2.131246
蛭,24,0.000165,1.065623
蛮,24,0.000165,1.065623
蛸,21,0.000144,1.217855
蛹,27,0.000186,0.947220
蛻,28,0.000193,0.913391
蛾,27,0.000186,0.947220
蜀,28,0.000193,0.913391
蜂,30,0.000206,0.852498
蜃,19,0.000131,1.346050
蜆,17,0.000117,1.504409
蜇,11,0.000076,2.324995
蜈,31,0.000213,0.824998
蜉,12,0.000083,2.131246
蜊,17,0.000117,1.504409
蜋,16,0.000110,1.598434
蜍,15,0.000103,1.704996
蜒,26,0.000179,0.983652
蜓,15,0.000103,1.704996
蜘,31,0.000213,0.824998
蜚,15,0.000103,1.704996
蜜,30,0.000206,0.852498
蜡,23,0.000158,1.111954
蜢,17,0.000117,1.504409
蜥,24,0.000165,1.065623
蜨,35,0.000241,0.730713
蜩,18,0.000124,1.420830
蜴,20,0.000138,1.278747
蜷,20,0.000138,1.278747
蜺,29,0.000199,0.881895
蜻,17,0.000117,1.504409
蜿,25,0.000172,1.022998
蝌,21,0.000144,1.217855
蝎,20,0.000138,1.278747
蝓,28,0.000193,0.913391
蝕,21,0.000144,1.217855
蝗,21,0.000144,1.217855
蝙,17,0.000117,1.504409
蝟,19,0.000131,1.346050
蝠,17,0.000117,1.504409
蝡,30,0.000206,0.852498
蝣,9,0.000062,2.841661
蝦,32,0.000220,0.799217
蝮,19,0.000131,1.346050
蝴,28,0.000193,0.913391
蝶,26,0.000179,0.983652
蝸,25,0.000172,1.022998
螂,26,0.000179,0.983652
螃,10,0.000069,2.557495
融,25,0.000172,1.022998
螞,19,0.000131,1.346050
螟,30,0.000206,0.852498
螢,26,0.000179,0.983652
螫,30,0.000206,0.852498
螯,14,0.000096,1.826782
螳,17,0.000117,1.504409
螺,26,0.000179,0.983652
螻,20,0.000138,1.278747
螽,12,0.000083,2.131246
蟀,17,0.000117,1.504409
蟄,14,0.000096,1.826782
蟆,22,0.000151,1.162498
蟈,23,0.000158,1.111954
蟋,24,0.000165,1.065623
蟒,22,0.000151,1.162498
蟠,26,0.000179,0.983652
蟬,24,0.000165,1.065623
蟯,27,0.000186,0.947220
蟲,40,0.000275,0.639374
蟶,18,0.000124,1.420830
蟹,31,0.000213,0.824998
蟻,22,0.000151,1.162498
蟾,22,0.000151,1.162498
蠅,28,0.000193,0.913391
蠑,8,0.000055,3.196868
蠔,8,0.000055,3.196868
蠕,27,0.000186,0.947220
蠖,18,0.000124,1.420830
蠟,24,0.000165,1.065623
蠡,17,0.000117,1.504409
蠢,21,0.000144,1.217855
蠣,23,0.000158,1.111954
蠱,24,0.000165,1.065623
蠶,44,0.000303,0.581249
蠹,24,0.000165,1.065623
蠻,26,0.000179,0.983652
血,37,0.000255,0.691215
衄,16,0.000110,1.598434
衅,19,0.000131,1.346050
行,38,0.000261,0.673025
衍,19,0.000131,1.346050
術,40,0.000275,0.639374
街,38,0.000261,0.673025
衙,20,0.000138,1.278747
衛,35,0.000241,0.730713
衡,19,0.000131,1.346050
衢,21,0.000144,1.217855
衣,33,0.000227,0.774998
表,34,0.000234,0.752204
衫,16,0.000110,1.598434
衮,22,0.000151,1.162498
衰,20,0.000138,1.278747
衲,20,0.000138,1.278747
衷,24,0.000165,1.065623
衺,29,0.000199,0.881895
衽,15,0.000103,1.704996
衾,19,0.000131,1.346050
衿,25,0.000172,1.022998
袁,27,0.000186,0.947220
袂,16,0.000110,1.598434
袈,11,0.000076,2.324995
袋,35,0.000241,0.730713
袍,26,0.000179,0.983652
袒,28,0.000193,0.913391
袖,35,0.000241,0.730713
袜,24,0.000165,1.065623
袞,18,0.000124,1.420830
袢,16,0.000110,1.598434
袤,12,0.000083,2.131246
被,30,0.000206,0.852498
袱,27,0.000186,0.947220
袴,21,0.000144,1.217855
袷,20,0.000138,1.278747
裁,36,0.000248,0.710415
裂,24,0.000165,1.065623
裏,33,0.000227,0.774998
裒,15,0.000103,1.704996
裔,15,0.000103,1.704996
裕,30,0.000206,0.852498
裘,26,0.000179,0.983652
裙,24,0.000165,1.065623
補,40,0.000275,0.639374
裝,42,0.000289,0.608927
裟,21,0.000144,1.217855
裨,18,0.000124,1.420830
裳,26,0.000179,0.983652
裴,25,0.000172,1.022998
裸,28,0.000193,0.913391
裹,35,0.000241,0.730713
裼,17,0.000117,1.504409
裾,15,0.000103,1.704996
褊,17,0.000117,1.504409
褐,31,0.000213,0.824998
褒,27,0.000186,0.947220
褓,18,0.000124,1.420830
褚,18,0.000124,1.420830
褡,26,0.000179,0.983652
褥,16,0.000110,1.598434
褪,26,0.000179,0.983652
褫,29,0.000199,0.881895
褶,33,0.000227,0.774998
褸,21,0.000144,1.217855
褻,19,0.000131,1.346050
襁,13,0.000089,1.967304
襄,29,0.000199,0.881895
襍,25,0.000172,1.022998
襖,33,0.000227,0.774998
襞,21,0.000144,1.217855
襟,26,0.000179,0.983652
襠,18,0.000124,1.420830
襤,19,0.000131,1.346050
襦,14,0.000096,1.826782
襪,27,0.000186,0.947220
襯,27,0.000186,0.947220
襲,26,0.000179,0.983652
西,35,0.000241,0.730713
要,37,0.000255,0.691215
覃,21,0.000144,1.217855
覆,31,0.000213,0.824998
覇,26,0.000179,0.983652
見,45,0.000310,0.568332
覓,26,0.000179,0.983652
覘,14,0.000096,1.826782
覡,13,0.000089,1.967304
覦,21,0.000144,1.217855
親,40,0.000275,0.639374
覬,23,0.000158,1.111954
覯,22,0.000151,1.162498
覲,23,0.000158,1.111954
覺,27,0.000186,0.947220
覽,42,0.000289,0.608927
覿,15,0.000103,1.704996
觀,23,0.000158,1.111954
角,35,0.000241,0.730713
觚,17,0.000117,1.504409
觜,13,0.000089,1.967304
解,38,0.000261,0.673025
触,22,0.000151,1.162498
觴,13,0.000089,1.967304
觸,30,0.000206,0.852498
言,37,0.000255,0.691215
訂,26,0.000179,0.983652
訃,24,0.000165,1.065623
計,35,0.000241,0.730713
訊,32,0.000220,0.799217
訌,25,0.000172,1.022998
討,33,0.000227,0.774998
訐,25,0.000172,1.022998
訓,50,0.000344,0.511499
訕,7,0.000048,3.653564
訖,25,0.000172,1.022998
記,30,0.000206,0.852498
訛,30,0.000206,0.852498
訝,28,0.000193,0.913391
訟,27,0.000186,0.947220
訣,28,0.000193,0.913391
訥,23,0.000158,1.111954
訪,44,0.000303,0.581249
設,42,0.000289,0.608927
許,25,0.000172,1.022998
訶,18,0.000124,1.420830
診,26,0.000179,0.983652
証,41,0.000282,0.623779
訾,18,0.000124,1.420830
詁,18,0.000124,1.420830
詆,26,0.000179,0.983652
詈,21,0.000144,1.217855
詐,23,0.000158,1.111954
詒,16,0.000110,1.598434
詔,23,0.000158,1.111954
評,30,0.000206,0.852498
詛,33,0.000227,0.774998
詠,29,0.000199,0.881895
詢,24,0.000165,1.065623
詣,24,0.000165,1.065623
試,33,0.000227,0.774998
詩,35,0.000241,0.730713
詫,31,0.000213,0.824998
詬,21,0.000144,1.217855
詭,34,0.000234,0.752204
詮,14,0.000096,1.826782
詰,18,0.000124,1.420830
話,38,0.000261,0.673025
該,22,0.000151,1.162498
詳,31,0.000213,0.824998
詶,29,0.000199,0.881895
詹,34,0.000234,0.752204
詼,31,0.000213,0.824998
誄,19,0.000131,1.346050
誅,23,0.000158,1.111954
認,32,0.000220,0.799217
誑,20,0.000138,1.278747
誓,27,0.000186,0.947220
誕,37,0.000255,0.691215
誘,30,0.000206,0.852498
誚,20,0.000138,1.278747
語,29,0.000199,0.881895
誠,34,0.000234,0.752204
誡,30,0.000206,0.852498
誣,29,0.000199,0.881895
誤,32,0.000220,0.799217
誥,20,0.000138,1.278747
誦,23,0.000158,1.111954
誨,20,0.000138,1.278747
說,25,0.000172,1.022998
誰,32,0.000220,0.799217
課,41,0.000282,0.623779
誶,16,0.000110,1.598434
誹,26,0.000179,0.983652
誼,27,0.000186,0.947220
調,31,0.000213,0.824998
諂,31,0.000213,0.824998
諄,24,0.000165,1.065623
談,21,0.000144,1.217855
諉,20,0.000138,1.278747
請,34,0.000234,0.752204
諍,23,0.000158,1.111954
諏,21,0.000144,1.217855
諒,33,0.000227,0.774998
論,35,0.000241,0.730713
諛,23,0.000158,1.111954
諜,27,0.000186,0.947220
諞,14,0.000096,1.826782
諡,18,0.000124,1.420830
諢,18,0.000124,1.420830
諤,12,0.000083,2.131246
諦,17,0.000117,1.504409
諧,29,0.000199,0.881895
諫,18,0.000124,1.420830
諭,19,0.000131,1.346050
諮,26,0.000179,0.983652
諱,31,0.000213,0.824998
諳,19,0.000131,1.346050
諶,17,0.000117,1.504409
諷,19,0.000131,1.346050
諸,31,0.000213,0.824998
諺,31,0.000213,0.824998
諼,19,0.000131,1.346050
諾,29,0.000199,0.881895
謀,22,0.000151,1.162498
謁,25,0.000172,1.022998
謂,34,0.000234,0.752204
謄,32,0.000220,0.799217
謅,11,0.000076,2.324995
謇,18,0.000124,1.420830
謊,27,0.000186,0.947220
謎,29,0.000199,0.881895
謐,28,0.000193,0.913391
謔,12,0.000083,2.131246
謖,9,0.000062,2.841661
謗,31,0.000213,0.824998
謙,29,0.000199,0.881895
講,40,0.000275,0.639374
謝,31,0.000213,0.824998
謠,29,0.000199,0.881895
謦,21,0.000144,1.217855
謨,25,0.000172,1.022998
謫,16,0.000110,1.598434
謬,22,0.000151,1.162498
謳,16,0.000110,1.598434
謹,28,0.000193,0.913391
謾,22,0.000151,1.162498
譎,29,0.000199,0.881895
譏,30,0.000206,0.852498
譖,26,0.000179,0.983652
識,35,0.000241,0.730713
譙,14,0.000096,1.826782
譚,30,0.000206,0.852498
譜,27,0.000186,0.947220
警,37,0.000255,0.691215
譫,22,0.000151,1.162498
譬,31,0.000213,0.824998
譯,30,0.000206,0.852498
議,47,0.000323,0.544148
譴,24,0.000165,1.065623
護,39,0.000268,0.655768
譽,33,0.000227,0.774998
讀,37,0.000255,0.691215
讃,30,0.000206,0.852498
變,25,0.000172,1.022998
讎,12,0.000083,2.131246
讒,25,0.000172,1.022998
讓,37,0.000255,0.691215
讕,21,0.000144,1.217855
讖,17,0.000117,1.504409
讜,29,0.000199,0.881895
谷,34,0.000234,0.752204
豁,34,0.000234,0.752204
豆,35,0.000241,0.730713
豈,19,0.000131,1.346050
豉,16,0.000110,1.598434
豌,22,0.000151,1.162498
豕,23,0.000158,1.111954
豚,22,0.000151,1.162498
象,33,0.000227,0.774998
豢,27,0.000186,0.947220
豪,35,0.000241,0.730713
豫,25,0.000172,1.022998
豬,21,0.000144,1.217855
豳,25,0.000172,1.022998
豸,10,0.000069,2.557495
豹,27,0.000186,0.947220
豺,30,0.000206,0.852498
貂,20,0.000138,1.278747
貅,15,0.000103,1.704996
貉,31,0.000213,0.824998
貊,19,0.000131,1.346050
貌,29,0.000199,0.881895
貓,38,0.000261,0.673025
貔,21,0.000144,1.217855
貘,12,0.000083,2.131246
貝,40,0.000275,0.639374
貞,29,0.000199,0.881895
負,31,0.000213,0.824998
財,26,0.000179,0.983652
貢,21,0.000144,1.217855
貧,30,0.000206,0.852498
貨,36,0.000248,0.710415
販,29,0.000199,0.881895
貪,19,0.000131,1.346050
貫,23,0.000158,1.111954
責,36,0.000248,0.710415
貯,30,0.000206,0.852498
貰,18,0.000124,1.420830
貲,15,0.000103,1.704996
貳,22,0.000151,1.162498
貴,34,0.000234,0.752204
貶,19,0.000131,1.346050
買,37,0.000255,0.691215
貸,31,0.000213,0.824998
費,23,0.000158,1.111954
貼,23,0.000158,1.111954
貽,30,0.000206,0.852498
貿,36,0.000248,0.710415
賀,43,0.000296,0.594766
賁,22,0.000151,1.162498
